event_id,ts,category,rule,src,src_mac,dst,dst_mac,flows,spkts,dpkts,sbytes,dbytes,uniq_dports,proto,top_dport,atk,mal,shadow_atk,shadow_mal,atk_thr,mal_thr,decision
2026-03-16 16:16:36|OBSERVED|OBS_UNKNOWN|192.168.88.200|150.171.27.12|e916020c5e3d,2026-03-16 16:16:36,OBSERVED,OBS_UNKNOWN,192.168.88.200,08:00:27:3D:FF:04,150.171.27.12,??,1,10,0,1607,0,1,6,443,,,1.000000,1.000000,,,OBSERVED
2026-03-16 16:16:36|OBSERVED|OBS_UNKNOWN|192.168.88.200|203.121.59.123|ee73f3e8e1bd,2026-03-16 16:16:36,OBSERVED,OBS_UNKNOWN,192.168.88.200,08:00:27:3D:FF:04,203.121.59.123,??,3,49,0,8569,0,1,6,443,,,1.000000,1.000000,,,OBSERVED
2026-03-16 16:16:36|OBSERVED|OBS_UNKNOWN|192.168.88.200|20.190.148.165|90399d664bfe,2026-03-16 16:16:36,OBSERVED,OBS_UNKNOWN,192.168.88.200,08:00:27:3D:FF:04,20.190.148.165,??,2,23,0,12051,0,1,6,443,,,1.000000,1.000000,,,OBSERVED
2026-03-16 16:16:36|OBSERVED|OBS_UNKNOWN|192.168.88.200|118.215.103.18|f4872fa71012,2026-03-16 16:16:36,OBSERVED,OBS_UNKNOWN,192.168.88.200,08:00:27:3D:FF:04,118.215.103.18,??,1,4,0,412,0,1,6,80,,,0.999770,1.000000,,,OBSERVED
2026-03-16 16:16:36|OBSERVED|OBS_UNKNOWN|192.168.88.200|23.11.39.161|c67a5f6c99f4,2026-03-16 16:16:36,OBSERVED,OBS_UNKNOWN,192.168.88.200,08:00:27:3D:FF:04,23.11.39.161,??,2,8,0,1046,0,1,6,80,,,1.000000,1.000000,,,OBSERVED
2026-03-16 16:16:36|OBSERVED|OBS_UNKNOWN|192.168.88.200|20.72.205.209|920052d9a634,2026-03-16 16:16:36,OBSERVED,OBS_UNKNOWN,192.168.88.200,08:00:27:3D:FF:04,20.72.205.209,??,1,151,0,35742,0,1,6,443,,,1.000000,1.000000,,,OBSERVED
2026-03-16 16:16:36|OBSERVED|OBS_UNKNOWN|192.168.88.200|23.43.43.163|0fd985330d14,2026-03-16 16:16:36,OBSERVED,OBS_UNKNOWN,192.168.88.200,08:00:27:3D:FF:04,23.43.43.163,??,11,149,0,33929,0,1,6,443,,,1.000000,1.000000,,,OBSERVED
2026-03-16 16:16:36|OBSERVED|OBS_UNKNOWN|192.168.88.200|150.171.110.104|89ae4eb9e124,2026-03-16 16:16:36,OBSERVED,OBS_UNKNOWN,192.168.88.200,08:00:27:3D:FF:04,150.171.110.104,??,1,13,0,2860,0,1,6,443,,,1.000000,1.000000,,,OBSERVED
2026-03-16 16:16:36|OBSERVED|OBS_UNKNOWN|192.168.88.200|104.17.24.14|3dddd483161a,2026-03-16 16:16:36,OBSERVED,OBS_UNKNOWN,192.168.88.200,08:00:27:3D:FF:04,104.17.24.14,??,1,28,0,1856,0,1,6,443,,,1.000000,1.000000,,,OBSERVED
2026-03-16 16:16:36|OBSERVED|OBS_UNKNOWN|192.168.88.200|13.107.226.59|eb48711381df,2026-03-16 16:16:36,OBSERVED,OBS_UNKNOWN,192.168.88.200,08:00:27:3D:FF:04,13.107.226.59,??,1,23,0,1755,0,1,6,443,,,1.000000,1.000000,,,OBSERVED
2026-03-16 16:16:36|OBSERVED|OBS_UNKNOWN|192.168.88.200|172.217.27.35|f81fe06274a1,2026-03-16 16:16:36,OBSERVED,OBS_UNKNOWN,192.168.88.200,08:00:27:3D:FF:04,172.217.27.35,??,1,6,0,492,0,1,6,80,,,0.999958,1.000000,,,OBSERVED
2026-03-16 16:16:36|OBSERVED|OBS_UNKNOWN|192.168.88.200|23.41.38.100|434be557e1b2,2026-03-16 16:16:36,OBSERVED,OBS_UNKNOWN,192.168.88.200,08:00:27:3D:FF:04,23.41.38.100,??,7,195,0,15085,0,1,6,443,,,1.000000,1.000000,,,OBSERVED
2026-03-16 16:16:36|OBSERVED|OBS_UNKNOWN|192.168.88.200|204.79.197.203|47d6730fe52c,2026-03-16 16:16:36,OBSERVED,OBS_UNKNOWN,192.168.88.200,08:00:27:3D:FF:04,204.79.197.203,??,1,8,0,1071,0,1,6,80,,,1.000000,1.000000,,,OBSERVED
2026-03-16 16:16:36|OBSERVED|OBS_UNKNOWN|192.168.88.200|134.33.4.18|d0a6e7bcd174,2026-03-16 16:16:36,OBSERVED,OBS_UNKNOWN,192.168.88.200,08:00:27:3D:FF:04,134.33.4.18,??,1,93,0,63990,0,1,6,443,,,1.000000,1.000000,,,OBSERVED
2026-03-16 16:16:36|OBSERVED|OBS_UNKNOWN|192.168.88.200|40.74.81.198|2f6cb0e58fa3,2026-03-16 16:16:36,OBSERVED,OBS_UNKNOWN,192.168.88.200,08:00:27:3D:FF:04,40.74.81.198,??,1,27,0,8452,0,1,6,443,,,1.000000,1.000000,,,OBSERVED
2026-03-16 16:16:36|OBSERVED|OBS_UNKNOWN|192.168.88.200|52.168.117.168|299505b6b89a,2026-03-16 16:16:36,OBSERVED,OBS_UNKNOWN,192.168.88.200,08:00:27:3D:FF:04,52.168.117.168,??,1,14,0,3298,0,1,6,443,,,1.000000,1.000000,,,OBSERVED
2026-03-16 16:16:36|OBSERVED|OBS_UNKNOWN|192.168.88.200|109.61.38.38|e4561c85cb21,2026-03-16 16:16:36,OBSERVED,OBS_UNKNOWN,192.168.88.200,08:00:27:3D:FF:04,109.61.38.38,??,1,280,0,38092,0,1,6,80,,,1.000000,1.000000,,,OBSERVED
2026-03-16 16:16:36|OBSERVED|OBS_UNKNOWN|192.168.88.200|72.153.5.97|11fd540be5d7,2026-03-16 16:16:36,OBSERVED,OBS_UNKNOWN,192.168.88.200,08:00:27:3D:FF:04,72.153.5.97,??,1,13,0,1211,0,1,6,443,,,1.000000,1.000000,,,OBSERVED
2026-03-16 16:16:36|OBSERVED|OBS_UNKNOWN|192.168.88.200|20.189.173.9|e60111feb465,2026-03-16 16:16:36,OBSERVED,OBS_UNKNOWN,192.168.88.200,08:00:27:3D:FF:04,20.189.173.9,??,2,28,0,8751,0,1,6,443,,,1.000000,1.000000,,,OBSERVED
2026-03-16 16:16:36|OBSERVED|OBS_UNKNOWN|192.168.88.200|23.200.181.192|760eac56c654,2026-03-16 16:16:36,OBSERVED,OBS_UNKNOWN,192.168.88.200,08:00:27:3D:FF:04,23.200.181.192,??,3,26,0,3621,0,1,6,443,,,1.000000,1.000000,,,OBSERVED
2026-03-16 16:16:36|OBSERVED|OBS_UNKNOWN|192.168.88.200|20.17.94.10|bfbe873dfc1d,2026-03-16 16:16:36,OBSERVED,OBS_UNKNOWN,192.168.88.200,08:00:27:3D:FF:04,20.17.94.10,??,3,3454,0,146044,0,1,6,80,,,1.000000,1.000000,,,OBSERVED
2026-03-16 16:17:07|OBSERVED|OBS_UNKNOWN|192.168.88.200|20.17.94.10|c916739ce9ec,2026-03-16 16:17:07,OBSERVED,OBS_UNKNOWN,192.168.88.200,08:00:27:3D:FF:04,20.17.94.10,??,9,1108,0,47575,0,1,6,80,,,1.000000,1.000000,,,OBSERVED
2026-03-16 16:17:07|OBSERVED|OBS_UNKNOWN|192.168.88.200|8.8.8.8|7b464c6213f9,2026-03-16 16:17:07,OBSERVED,OBS_UNKNOWN,192.168.88.200,08:00:27:3D:FF:04,8.8.8.8,??,2,2,0,150,0,1,17,53,,,0.947967,0.997594,,,OBSERVED
2026-03-16 16:17:07|OBSERVED|OBS_UNKNOWN|192.168.88.200|13.89.178.26|2db35a627f8e,2026-03-16 16:17:07,OBSERVED,OBS_UNKNOWN,192.168.88.200,08:00:27:3D:FF:04,13.89.178.26,??,2,29,0,7468,0,1,6,443,,,1.000000,1.000000,,,OBSERVED
2026-03-16 16:17:07|OBSERVED|OBS_UNKNOWN|192.168.88.200|23.41.38.100|71696d3be572,2026-03-16 16:17:07,OBSERVED,OBS_UNKNOWN,192.168.88.200,08:00:27:3D:FF:04,23.41.38.100,??,4,8,0,320,0,1,6,443,,,0.998610,0.999998,,,OBSERVED
2026-03-16 16:17:07|OBSERVED|OBS_UNKNOWN|192.168.88.200|23.41.36.64|e6dfe446e2e5,2026-03-16 16:17:07,OBSERVED,OBS_UNKNOWN,192.168.88.200,08:00:27:3D:FF:04,23.41.36.64,??,1,3,0,120,0,1,6,443,,,0.916055,0.992522,,,OBSERVED
2026-03-16 18:56:36|OBSERVED|OBS_UNKNOWN|192.168.88.200|150.171.22.17|1d4ec463f160,2026-03-16 18:56:36,OBSERVED,OBS_UNKNOWN,192.168.88.200,08:00:27:3D:FF:04,150.171.22.17,??,2,17,0,8154,0,1,17,443,,,0.500000,0.500000,,,OBSERVED
2026-03-16 18:56:36|OBSERVED|OBS_UNKNOWN|192.168.88.200|8.8.4.4|c84798d5cb11,2026-03-16 18:56:36,OBSERVED,OBS_UNKNOWN,192.168.88.200,08:00:27:3D:FF:04,8.8.4.4,??,2,33,0,8157,0,1,17,443,,,0.500000,0.500000,,,OBSERVED
2026-03-16 18:58:39|MALWARE|C2_BEACON|192.168.88.200|203.121.99.195|a4a1008a2377,2026-03-16 18:58:39,MALWARE,C2_BEACON,192.168.88.200,08:00:27:3D:FF:04,203.121.99.195,??,1,1,0,40,0,1,6,443,0.002588,0.668547,0.500000,0.500000,0.750,0.600,BLOCKED
2026-03-16 21:15:15|ATTACK|PORT_SCAN|192.168.89.10|192.168.88.200|f5079366cc4f,2026-03-16 21:15:15,ATTACK,PORT_SCAN,192.168.89.10,08:00:27:65:1D:09,192.168.88.200,08:00:27:3D:FF:04,21832,21841,21016,961104,840660,21315,6,0,0.999043,,0.500000,0.500000,0.600,,BLOCKED
2026-03-16 21:16:16|ATTACK|TCP_FLOOD|192.168.89.10|192.168.88.200|b04f10aac476,2026-03-16 21:16:16,ATTACK,TCP_FLOOD,192.168.89.10,08:00:27:65:1D:09,192.168.88.200,08:00:27:3D:FF:04,823,1641,823,65800,36284,1,6,445,0.999995,,0.500000,0.500000,0.720,,BLOCKED
2026-03-16 21:17:17|MALWARE|RANSOMWARE_PRECHECK|192.168.89.10|192.168.88.1|e87cc06b7203,2026-03-16 21:17:17,MALWARE,RANSOMWARE_PRECHECK,192.168.89.10,08:00:27:65:1D:09,192.168.88.1,2C:C8:1B:11:11:FC,800,800,800,48000,32000,10,6,135,0.908699,0.652408,0.500000,0.500000,0.700,0.600,BLOCKED
2026-03-16 21:17:48|MALWARE|C2_BACKDOOR|192.168.89.10|192.168.88.200|a0b2d33a3f41,2026-03-16 21:17:48,MALWARE,C2_BACKDOOR,192.168.89.10,08:00:27:65:1D:09,192.168.88.200,08:00:27:3D:FF:04,850,859,10,27488,600,1,17,4444,0.999742,0.999977,0.500000,0.500000,0.700,0.600,BLOCKED
2026-03-16 21:18:17|OBSERVED|OBS_UNKNOWN|192.168.88.200|192.168.89.10|d4cf147f7d4d,2026-03-16 21:18:17,OBSERVED,OBS_UNKNOWN,192.168.88.200,08:00:27:3D:FF:04,192.168.89.10,08:00:27:65:1D:09,10,10,3227,2560,735756,10,17,54757,,,,,,,SUPPRESSED_VICTIM_LEG
2026-03-16 21:18:17|MALWARE|CRYPTO_MINER|192.168.89.10|192.168.88.200|62774c5b28b7,2026-03-16 21:18:17,MALWARE,CRYPTO_MINER,192.168.89.10,08:00:27:65:1D:09,192.168.88.200,08:00:27:3D:FF:04,3078,3227,10,735756,2560,1,17,3333,0.993816,0.999997,0.500000,0.500000,0.700,0.600,BLOCKED
2026-03-16 21:22:52|OBSERVED|OBS_SSH|192.168.89.10|192.168.88.1|c194e8fed58c,2026-03-16 21:22:52,OBSERVED,OBS_SSH,192.168.89.10,08:00:27:65:1D:09,192.168.88.1,2C:C8:1B:11:11:FC,1,15,15,2255,2500,1,6,22,,,0.500000,0.500000,,,OBSERVED
2026-03-16 21:23:28|ATTACK|SSH_BRUTE_FORCE|192.168.89.10|192.168.88.1|3109aee95106,2026-03-16 21:23:28,ATTACK,SSH_BRUTE_FORCE,192.168.89.10,08:00:27:65:1D:09,192.168.88.1,2C:C8:1B:11:11:FC,28,544,845,84596,102292,1,6,22,0.571679,,0.500000,0.500000,0.500,,BLOCKED
2026-03-16 21:52:24|ATTACK|SSH_BRUTE_FORCE|192.168.89.10|192.168.88.1|3d0bc94b56ea,2026-03-16 21:52:24,ATTACK,SSH_BRUTE_FORCE,192.168.89.10,??,192.168.88.1,2C:C8:1B:11:11:FC,19,360,581,56393,71528,1,6,22,0.831347,,0.500000,0.500000,0.500,,BLOCKED
2026-03-16 21:53:32|OBSERVED|OBS_UNKNOWN|192.168.89.10|192.168.88.1|8c08203b51c1,2026-03-16 21:53:32,OBSERVED,OBS_UNKNOWN,192.168.89.10,08:00:27:65:1D:09,192.168.88.1,2C:C8:1B:11:11:FC,5,18,16,3601,3592,1,6,22,,,0.500000,0.500000,,,OBSERVED
2026-03-16 21:53:32|OBSERVED|OBS_SSH|192.168.89.10|192.168.89.1|3134c9f34b3c,2026-03-16 21:53:32,OBSERVED,OBS_SSH,192.168.89.10,08:00:27:65:1D:09,192.168.89.1,2C:C8:1B:11:11:FC,1,52,59,6317,9040,1,6,22,,,0.500000,0.500000,,,OBSERVED
2026-03-16 21:54:33|OBSERVED|OBS_SSH|192.168.89.10|192.168.89.1|939792c6063b,2026-03-16 21:54:33,OBSERVED,OBS_SSH,192.168.89.10,08:00:27:65:1D:09,192.168.89.1,2C:C8:1B:11:11:FC,2,15,15,2821,2500,1,6,22,,,0.500000,0.500000,,,OBSERVED
2026-03-16 22:18:36|ATTACK|SSH_BRUTE_FORCE|192.168.89.10|192.168.88.1|a9a1bb1ccbd5,2026-03-16 22:18:36,ATTACK,SSH_BRUTE_FORCE,192.168.89.10,??,192.168.88.1,2C:C8:1B:11:11:FC,4,75,121,11944,14628,1,6,22,0.082520,,0.500000,0.500000,0.500,,NOT_BLOCKED
2026-03-16 22:19:37|ATTACK|SSH_BRUTE_FORCE|192.168.89.10|192.168.88.1|48a2c9b1780d,2026-03-16 22:19:37,ATTACK,SSH_BRUTE_FORCE,192.168.89.10,08:00:27:65:1D:09,192.168.88.1,2C:C8:1B:11:11:FC,28,536,839,84180,101980,1,6,22,0.247923,,0.500000,0.500000,0.500,,NOT_BLOCKED
2026-03-16 22:20:19|ATTACK|SSH_BRUTE_FORCE|192.168.89.10|192.168.88.1|d1bae5ae2918,2026-03-16 22:20:19,ATTACK,SSH_BRUTE_FORCE,192.168.89.10,08:00:27:65:1D:09,192.168.88.1,2C:C8:1B:11:11:FC,78,1497,2326,234782,283504,1,6,22,0.488637,,0.500000,0.500000,0.500,,NOT_BLOCKED
2026-03-16 22:26:27|ATTACK|SSH_BRUTE_FORCE|192.168.89.10|192.168.88.1|ae35c8a6c7de,2026-03-16 22:26:27,ATTACK,SSH_BRUTE_FORCE,192.168.89.10,08:00:27:65:1D:09,192.168.88.1,2C:C8:1B:11:11:FC,12,229,345,35504,42584,1,6,22,0.666355,,0.500000,0.500000,0.500,,BLOCKED
2026-03-16 22:28:48|ATTACK|HTTP_FLOOD|192.168.89.10|192.168.88.1|f644311f1f77,2026-03-16 22:28:48,ATTACK,HTTP_FLOOD,192.168.89.10,08:00:27:65:1D:09,192.168.88.1,2C:C8:1B:11:11:FC,12241,91151,115951,5926772,95408133,1,6,80,0.999996,,0.500000,0.500000,0.720,,BLOCKED
2026-03-16 23:11:41|ATTACK|UDP_FLOOD|192.168.89.10|192.168.88.200|b778844e4c20,2026-03-16 23:11:41,ATTACK,UDP_FLOOD,192.168.89.10,08:00:27:65:1D:09,192.168.88.200,08:00:27:3D:FF:04,49708,49708,30,1391824,1680,1,17,123,0.999977,,0.500000,0.500000,0.720,,BLOCKED
2026-03-16 23:12:43|ATTACK|ICMP_FLOOD|192.168.89.10|192.168.88.200|cb5a44928ee8,2026-03-16 23:12:43,ATTACK,ICMP_FLOOD,192.168.89.10,08:00:27:65:1D:09,192.168.88.200,08:00:27:3D:FF:04,5,63287,63276,1772288,1771728,1,1,0,0.874220,,0.500000,0.500000,0.550,,BLOCKED
2026-03-16 23:15:15|ATTACK|TCP_FLOOD|192.168.89.10|192.168.88.200|71db1cce7c59,2026-03-16 23:15:15,ATTACK,TCP_FLOOD,192.168.89.10,08:00:27:65:1D:09,192.168.88.200,08:00:27:3D:FF:04,19339,38670,19361,1547056,851884,1,6,445,0.999996,,0.500000,0.500000,0.720,,BLOCKED
2026-03-16 23:16:15|ATTACK|PORT_SCAN|192.168.89.10|192.168.88.200|66dd91071baf,2026-03-16 23:16:15,ATTACK,PORT_SCAN,192.168.89.10,08:00:27:65:1D:09,192.168.88.200,08:00:27:3D:FF:04,19500,19506,19417,858220,776688,18832,6,443,0.998863,,0.500000,0.500000,0.600,,BLOCKED
2026-03-16 23:17:16|OBSERVED|OBS_UNKNOWN|192.168.88.200|192.168.89.10|ca96ca50b167,2026-03-16 23:17:16,OBSERVED,OBS_UNKNOWN,192.168.88.200,08:00:27:3D:FF:04,192.168.89.10,08:00:27:65:1D:09,10,10,3481,2560,793668,10,17,35954,,,,,,,SUPPRESSED_VICTIM_LEG
2026-03-16 23:17:16|MALWARE|CRYPTO_MINER|192.168.89.10|192.168.88.200|ae7e961c6187,2026-03-16 23:17:16,MALWARE,CRYPTO_MINER,192.168.89.10,08:00:27:65:1D:09,192.168.88.200,08:00:27:3D:FF:04,3303,3481,10,793668,2560,1,17,3333,0.993816,0.999997,0.500000,0.500000,0.700,0.600,BLOCKED
2026-03-16 23:18:17|MALWARE|C2_BACKDOOR|192.168.89.10|192.168.88.200|9380aee06621,2026-03-16 23:18:17,MALWARE,C2_BACKDOOR,192.168.89.10,08:00:27:65:1D:09,192.168.88.200,08:00:27:3D:FF:04,1150,1168,13,37376,780,1,17,4444,0.999813,0.999989,0.500000,0.500000,0.700,0.600,BLOCKED
2026-03-16 23:18:47|MALWARE|RANSOMWARE_PRECHECK|192.168.89.10|192.168.88.1|6e23a99c884b,2026-03-16 23:18:47,MALWARE,RANSOMWARE_PRECHECK,192.168.89.10,08:00:27:65:1D:09,192.168.88.1,2C:C8:1B:11:11:FC,372,372,372,22320,14880,10,6,135,0.899384,0.436232,0.500000,0.500000,0.700,0.600,BLOCKED
2026-03-16 23:23:37|MALWARE|RANSOMWARE_PRECHECK|192.168.89.10|192.168.88.1|d278a5ff4b39,2026-03-16 23:23:37,MALWARE,RANSOMWARE_PRECHECK,192.168.89.10,08:00:27:65:1D:09,192.168.88.1,2C:C8:1B:11:11:FC,690,690,690,41400,27600,10,6,135,0.837523,0.731244,0.067902,0.932098,0.700,0.600,BLOCKED
2026-03-17 00:43:07|MALWARE|RANSOMWARE_PRECHECK|192.168.89.10|192.168.88.1|415512709237,2026-03-17 00:43:07,MALWARE,RANSOMWARE_PRECHECK,192.168.89.10,08:00:27:65:1D:09,192.168.88.1,2C:C8:1B:11:11:FC,794,794,794,47640,31760,10,6,88,,0.642985,0.500000,0.500000,,0.600,BLOCKED
2026-03-17 00:44:47|MALWARE|C2_BACKDOOR|192.168.89.10|192.168.88.200|2e03ce77aaae,2026-03-17 00:44:47,MALWARE,C2_BACKDOOR,192.168.89.10,08:00:27:65:1D:09,192.168.88.200,08:00:27:3D:FF:04,1970,2000,22,64000,1320,1,17,4444,,0.999990,0.500000,0.500000,,0.600,BLOCKED
2026-03-17 01:03:41|MALWARE|CRYPTO_MINER|192.168.89.10|192.168.88.200|6abd8f9b1489,2026-03-17 01:03:41,MALWARE,CRYPTO_MINER,192.168.89.10,08:00:27:65:1D:09,192.168.88.200,08:00:27:3D:FF:04,2025,2136,6,487008,1536,1,17,3333,,0.999995,0.453351,0.546649,,0.600,BLOCKED
2026-03-17 01:04:47|ATTACK|SSH_BRUTE_FORCE|192.168.89.10|192.168.88.1|0acdf8eaf046,2026-03-17 01:04:47,ATTACK,SSH_BRUTE_FORCE,192.168.89.10,08:00:27:65:1D:09,192.168.88.1,2C:C8:1B:11:11:FC,11,210,307,32505,38524,1,6,22,0.728351,,0.000037,0.999963,0.500,,BLOCKED
2026-03-17 01:05:43|ATTACK|HTTP_FLOOD|192.168.89.10|192.168.88.1|f70b38f2aa57,2026-03-17 01:05:43,ATTACK,HTTP_FLOOD,192.168.89.10,08:00:27:65:1D:09,192.168.88.1,2C:C8:1B:11:11:FC,1277,9296,11839,599212,9824626,2,6,80,0.999998,,0.996026,0.003974,0.720,,BLOCKED
2026-03-17 01:06:43|OBSERVED|OBS_UNKNOWN|192.168.89.10|192.168.88.1|cec5646e2362,2026-03-17 01:06:43,OBSERVED,OBS_UNKNOWN,192.168.89.10,08:00:27:65:1D:09,192.168.88.1,2C:C8:1B:11:11:FC,71,84,122,10168,6952,1,6,80,,,0.496034,0.503966,,,OBSERVED
2026-03-17 01:06:44|ATTACK|UDP_FLOOD|192.168.89.10|192.168.88.200|d6c550eb9bf3,2026-03-17 01:06:44,ATTACK,UDP_FLOOD,192.168.89.10,08:00:27:65:1D:09,192.168.88.200,08:00:27:3D:FF:04,789,789,1,22092,56,1,17,123,0.999846,,0.475525,0.524475,0.720,,BLOCKED
2026-03-17 01:09:17|ATTACK|ICMP_FLOOD|192.168.89.10|192.168.88.200|d56812b1beb3,2026-03-17 01:09:17,ATTACK,ICMP_FLOOD,192.168.89.10,08:00:27:65:1D:09,192.168.88.200,08:00:27:3D:FF:04,5,32036,24931,897260,698292,1,1,0,0.933623,,0.000000,1.000000,0.550,,BLOCKED
2026-03-17 01:09:47|ATTACK|TCP_FLOOD|192.168.89.10|192.168.88.200|6b84a0d71f0d,2026-03-17 01:09:47,ATTACK,TCP_FLOOD,192.168.89.10,08:00:27:65:1D:09,192.168.88.200,08:00:27:3D:FF:04,5163,10326,5129,413040,225676,1,6,445,0.999993,,0.330734,0.669266,0.720,,BLOCKED
2026-03-17 01:10:47|ATTACK|PORT_SCAN|192.168.89.10|192.168.88.200|d526fbe6fccb,2026-03-17 01:10:47,ATTACK,PORT_SCAN,192.168.89.10,08:00:27:65:1D:09,192.168.88.200,08:00:27:3D:FF:04,14287,14295,13972,629060,558892,14279,6,0,0.997218,,1.000000,0.000000,0.600,,BLOCKED
2026-03-17 13:36:40|MALWARE|C2_BACKDOOR|192.168.89.10|192.168.88.200|f9d2e4dffbfd,2026-03-17 13:36:40,MALWARE,C2_BACKDOOR,192.168.89.10,08:00:27:65:1D:09,192.168.88.200,08:00:27:3D:FF:04,1713,1741,19,55712,1140,1,17,4444,,0.999982,0.500000,0.500000,,0.600,BLOCKED
2026-03-17 13:37:10|MALWARE|RANSOMWARE_PRECHECK|192.168.89.10|192.168.88.1|97c7d8ed6f71,2026-03-17 13:37:10,MALWARE,RANSOMWARE_PRECHECK,192.168.89.10,08:00:27:65:1D:09,192.168.88.1,2C:C8:1B:11:11:FC,800,800,800,48000,32000,10,6,135,,0.652408,0.500000,0.500000,,0.600,BLOCKED
2026-03-17 13:38:11|MALWARE|CRYPTO_MINER|192.168.89.10|192.168.88.200|9d52d005846d,2026-03-17 13:38:11,MALWARE,CRYPTO_MINER,192.168.89.10,08:00:27:65:1D:09,192.168.88.200,08:00:27:3D:FF:04,3805,4000,12,912000,3072,1,17,3333,,0.999998,0.500000,0.500000,,0.600,BLOCKED
2026-03-17 13:39:24|ATTACK|SSH_BRUTE_FORCE|192.168.89.10|192.168.88.1|ab510dcd4374,2026-03-17 13:39:24,ATTACK,SSH_BRUTE_FORCE,192.168.89.10,08:00:27:65:1D:09,192.168.88.1,2C:C8:1B:11:11:FC,17,322,508,50395,61480,1,6,22,0.863603,,0.500000,0.500000,0.500,,BLOCKED
2026-03-17 13:40:43|ATTACK|HTTP_FLOOD|192.168.89.10|192.168.88.1|2ce8c65135ce,2026-03-17 13:40:43,ATTACK,HTTP_FLOOD,192.168.89.10,08:00:27:65:1D:09,192.168.88.1,2C:C8:1B:11:11:FC,11499,89511,107849,5760556,88201263,1,6,80,0.999995,,0.500000,0.500000,0.720,,BLOCKED
2026-03-17 13:43:15|ATTACK|UDP_FLOOD|192.168.89.10|192.168.88.200|dec1b4206b10,2026-03-17 13:43:15,ATTACK,UDP_FLOOD,192.168.89.10,08:00:27:65:1D:09,192.168.88.200,08:00:27:3D:FF:04,30114,30114,4,843192,224,1,17,123,0.999970,,0.500000,0.500000,0.720,,BLOCKED
2026-03-17 13:44:15|ATTACK|ICMP_FLOOD|192.168.89.10|192.168.88.200|f23ba3a1a240,2026-03-17 13:44:15,ATTACK,ICMP_FLOOD,192.168.89.10,08:00:27:65:1D:09,192.168.88.200,08:00:27:3D:FF:04,2,24417,24387,683900,682836,1,1,0,0.650731,,0.500000,0.500000,0.550,,BLOCKED
2026-03-17 13:46:47|ATTACK|TCP_FLOOD|192.168.89.10|192.168.88.200|a9b1d8d8a981,2026-03-17 13:46:47,ATTACK,TCP_FLOOD,192.168.89.10,08:00:27:65:1D:09,192.168.88.200,08:00:27:3D:FF:04,12698,25387,12687,1015768,558228,1,6,445,0.999996,,0.500000,0.500000,0.720,,BLOCKED
2026-03-17 13:47:17|ATTACK|SUSP_HIGH_PORT|192.168.88.200|192.168.89.10|5e5452ca7096,2026-03-17 13:47:17,ATTACK,SUSP_HIGH_PORT,192.168.88.200,08:00:27:3D:FF:04,192.168.89.10,08:00:27:65:1D:09,3141,3142,3269,125732,143796,20,6,45599,,,,,,,SUPPRESSED_VICTIM_LEG
2026-03-17 13:47:17|ATTACK|PORT_SCAN|192.168.89.10|192.168.88.200|5e6027607aa1,2026-03-17 13:47:17,ATTACK,PORT_SCAN,192.168.89.10,08:00:27:65:1D:09,192.168.88.200,08:00:27:3D:FF:04,3264,3269,3142,143796,125732,3262,6,443,0.996668,,0.500000,0.500000,0.600,,BLOCKED
2026-03-17 14:02:33|ATTACK|ICMP_FLOOD|192.168.88.200|192.168.89.10|b830bca914cf,2026-03-17 14:02:33,ATTACK,ICMP_FLOOD,192.168.88.200,08:00:27:3D:FF:04,192.168.89.10,08:00:27:65:1D:09,5,37351,37354,1046052,1046164,1,1,0,,,,,,,SUPPRESSED_VICTIM_LEG
2026-03-17 14:02:39|ATTACK|ICMP_FLOOD|192.168.89.10|192.168.88.200|846c3bde8d7d,2026-03-17 14:02:39,ATTACK,ICMP_FLOOD,192.168.89.10,08:00:27:65:1D:09,192.168.88.200,08:00:27:3D:FF:04,5,37354,37351,1046164,1046052,1,1,0,0.870087,,0.500000,0.500000,0.550,,BLOCKED
2026-03-17 14:08:38|ATTACK|ICMP_FLOOD|192.168.89.10|192.168.88.200|753865e22dbc,2026-03-17 14:08:38,ATTACK,ICMP_FLOOD,192.168.89.10,08:00:27:65:1D:09,192.168.88.200,08:00:27:3D:FF:04,5,27944,27931,782684,782068,1,1,0,0.868874,,0.500000,0.500000,0.550,,BLOCKED
2026-03-22 18:12:12|ATTACK|SSH_BRUTE_FORCE|192.168.89.10|192.168.88.1|623172288f65,2026-03-22 18:12:12,ATTACK,SSH_BRUTE_FORCE,192.168.89.10,??,192.168.88.1,2C:C8:1B:11:11:FC,20,375,556,59184,68144,1,6,22,0.924327,,0.497905,0.502095,0.500,,REDIRECTED_TO_HONEYPOT
2026-03-22 18:12:14|ATTACK|SSH_BRUTE_FORCE|192.168.89.10|192.168.88.1|6fcbce40ad7c,2026-03-22 18:12:14,ATTACK,SSH_BRUTE_FORCE,192.168.89.10,08:00:27:65:1D:09,192.168.88.1,2C:C8:1B:11:11:FC,26,500,808,78302,98284,1,6,22,0.814247,,0.498068,0.501932,0.500,,ALREADY_REDIRECTED_TO_HONEYPOT
