event_id,ts,category,rule,src,src_mac,dst,dst_mac,flows,spkts,dpkts,sbytes,dbytes,uniq_dports,proto,top_dport,atk,mal,shadow_atk,shadow_mal,atk_thr,mal_thr,decision
2026-03-15 13:36:51|ATTACK|TCP_FLOOD|192.168.88.200|192.168.89.10|19e86f41698c,2026-03-15 13:36:51,ATTACK,TCP_FLOOD,192.168.88.200,08:00:27:3D:FF:04,192.168.89.10,08:00:27:65:1D:09,37143,37143,37560,1485740,1652652,3,6,49214,,,,,,,SUPPRESSED_VICTIM_LEG
2026-03-15 13:36:51|ATTACK|PORT_SCAN|192.168.89.10|192.168.88.200|bfb7585c556f,2026-03-15 13:36:51,ATTACK,PORT_SCAN,192.168.89.10,08:00:27:65:1D:09,192.168.88.200,08:00:27:3D:FF:04,37557,37560,37143,1652652,1485740,31718,6,63287,0.998921,,0.500000,0.500000,0.600,,BLOCKED
2026-03-15 13:58:40|ATTACK|PORT_SCAN|192.168.89.10|192.168.88.200|3e0a49722c26,2026-03-15 13:58:40,ATTACK,PORT_SCAN,192.168.89.10,08:00:27:65:1D:09,192.168.88.200,08:00:27:3D:FF:04,15171,15178,12639,667940,505572,15164,6,0,0.994077,,0.500000,0.500000,0.600,,BLOCKED
2026-03-15 14:59:36|ATTACK|TCP_FLOOD|192.168.89.10|192.168.88.200|2632dab59298,2026-03-15 14:59:36,ATTACK,TCP_FLOOD,192.168.89.10,08:00:27:65:1D:09,192.168.88.200,08:00:27:3D:FF:04,27017,54025,26885,2161288,1183060,1,6,445,0.999996,,0.500000,0.500000,0.720,,BLOCKED
2026-03-15 15:00:37|ATTACK|PORT_SCAN|192.168.89.10|192.168.88.200|ebb59a9c9809,2026-03-15 15:00:37,ATTACK,PORT_SCAN,192.168.89.10,08:00:27:65:1D:09,192.168.88.200,08:00:27:3D:FF:04,25340,25346,21361,1115180,854448,25338,6,443,0.998420,,0.500000,0.500000,0.600,,BLOCKED
2026-03-15 19:23:27|ATTACK|ICMP_FLOOD|192.168.89.10|192.168.88.200|b91bd8b3c4f0,2026-03-15 19:23:27,ATTACK,ICMP_FLOOD,192.168.89.10,08:00:27:65:1D:09,192.168.88.200,08:00:27:3D:FF:04,5,85300,85271,2388652,2387812,1,1,0,0.874220,,0.500000,0.500000,0.550,,BLOCKED
2026-03-15 19:24:28|ATTACK|UDP_FLOOD|192.168.89.10|192.168.88.200|abf96951cdbd,2026-03-15 19:24:28,ATTACK,UDP_FLOOD,192.168.89.10,08:00:27:65:1D:09,192.168.88.200,08:00:27:3D:FF:04,10340,10340,0,289520,0,1,17,123,0.999885,,0.500000,0.500000,0.720,,BLOCKED
2026-03-15 19:25:59|ATTACK|UDP_FLOOD|192.168.89.10|192.168.88.200|77e0fa703b70,2026-03-15 19:25:59,ATTACK,UDP_FLOOD,192.168.89.10,08:00:27:65:1D:09,192.168.88.200,08:00:27:3D:FF:04,5765,5765,0,161420,0,1,17,123,0.999898,,0.500000,0.500000,0.720,,BLOCKED
2026-03-15 19:26:29|ATTACK|HTTP_FLOOD|192.168.89.10|192.168.88.1|bd8c4d779d9f,2026-03-15 19:26:29,ATTACK,HTTP_FLOOD,192.168.89.10,08:00:27:65:1D:09,192.168.88.1,2C:C8:1B:11:11:FC,2045,14042,18956,913284,15619094,1,6,80,0.999994,,0.500000,0.500000,0.720,,BLOCKED
2026-03-15 19:39:40|ATTACK|HTTP_FLOOD|192.168.89.10|192.168.88.1|ae48d4ccbcae,2026-03-15 19:39:40,ATTACK,HTTP_FLOOD,192.168.89.10,08:00:27:65:1D:09,192.168.88.1,2C:C8:1B:11:11:FC,12931,98288,120671,6366792,99387989,1,6,80,0.999992,,0.500000,0.500000,0.720,,BLOCKED
2026-03-15 19:43:44|ATTACK|HTTP_FLOOD|192.168.89.10|192.168.88.1|8a8fa93555fa,2026-03-15 19:43:44,ATTACK,HTTP_FLOOD,192.168.89.10,08:00:27:65:1D:09,192.168.88.1,2C:C8:1B:11:11:FC,1604,2392,485,138124,41450,1,6,80,0.999995,,0.500000,0.500000,0.720,,BLOCKED
2026-03-15 19:44:15|ATTACK|HTTP_FLOOD|192.168.89.10|192.168.88.1|368f4949b41a,2026-03-15 19:44:15,ATTACK,HTTP_FLOOD,192.168.89.10,08:00:27:65:1D:09,192.168.88.1,2C:C8:1B:11:11:FC,1020,1366,247,79272,20953,1,6,80,0.999997,,0.500000,0.500000,0.720,,BLOCKED
2026-03-15 21:49:46|OBSERVED|OBS_PING|192.168.88.200|192.168.89.10|a2177cdb2e31,2026-03-15 21:49:46,OBSERVED,OBS_PING,192.168.88.200,08:00:27:3D:FF:04,192.168.89.10,08:00:27:65:1D:09,1,2,2,176,120,1,1,0,,,0.476236,0.523764,,,OBSERVED
2026-03-15 21:49:46|OBSERVED|OBS_PING|192.168.89.10|192.168.88.200|47de1cbf3091,2026-03-15 21:49:46,OBSERVED,OBS_PING,192.168.89.10,08:00:27:65:1D:09,192.168.88.200,08:00:27:3D:FF:04,1,2,2,120,176,1,1,0,,,,,,,SUPPRESSED_VICTIM_LEG
2026-03-15 21:49:46|OBSERVED|OBS_PING|192.168.89.10|192.168.88.200|8528ca275ca8,2026-03-15 21:49:46,OBSERVED,OBS_PING,192.168.89.10,08:00:27:65:1D:09,192.168.88.200,08:00:27:3D:FF:04,1,3,4,264,240,1,1,0,,,,,,,SUPPRESSED_VICTIM_LEG
2026-03-15 21:49:46|OBSERVED|OBS_PING|192.168.88.200|192.168.89.10|e3d7f50777e3,2026-03-15 21:49:46,OBSERVED,OBS_PING,192.168.88.200,08:00:27:3D:FF:04,192.168.89.10,08:00:27:65:1D:09,1,4,3,240,264,1,1,0,,,0.485232,0.514768,,,OBSERVED
2026-03-15 22:02:38|OBSERVED|OBS_PING|192.168.88.200|192.168.89.10|0dc59ea69e31,2026-03-15 22:02:38,OBSERVED,OBS_PING,192.168.88.200,08:00:27:3D:FF:04,192.168.89.10,08:00:27:65:1D:09,2,5,4,328,324,1,1,0,,,0.481882,0.518118,,,OBSERVED
2026-03-16 14:03:33|OBSERVED|OBS_UNKNOWN|192.168.88.252|185.125.190.58|c199b17c4d70,2026-03-16 14:03:33,OBSERVED,OBS_UNKNOWN,192.168.88.252,08:00:27:E7:D2:9E,185.125.190.58,??,1,1,0,76,0,1,17,123,,,0.239425,0.760575,,,OBSERVED
2026-03-16 14:04:34|OBSERVED|OBS_UNKNOWN|192.168.88.252|192.168.88.1|5842c614b9a1,2026-03-16 14:04:34,OBSERVED,OBS_UNKNOWN,192.168.88.252,08:00:27:E7:D2:9E,192.168.88.1,2C:C8:1B:11:11:FC,9,9,8,889,1357,2,17,53,,,0.469030,0.530970,,,OBSERVED
2026-03-16 14:04:34|OBSERVED|OBS_UNKNOWN|192.168.88.252|91.189.91.96|db24f6e20a79,2026-03-16 14:04:34,OBSERVED,OBS_UNKNOWN,192.168.88.252,08:00:27:E7:D2:9E,91.189.91.96,??,1,5,0,356,0,1,6,80,,,0.006113,0.993887,,,OBSERVED
2026-03-16 14:04:34|OBSERVED|OBS_UNKNOWN|192.168.88.252|185.125.188.59|f5515d8f9257,2026-03-16 14:04:34,OBSERVED,OBS_UNKNOWN,192.168.88.252,08:00:27:E7:D2:9E,185.125.188.59,??,4,49,0,20209,0,1,6,443,,,0.000000,1.000000,,,OBSERVED
2026-03-16 14:04:34|OBSERVED|OBS_UNKNOWN|192.168.88.252|185.125.188.58|82a1ebc7b7ba,2026-03-16 14:04:34,OBSERVED,OBS_UNKNOWN,192.168.88.252,08:00:27:E7:D2:9E,185.125.188.58,??,2,12,0,2072,0,1,6,443,,,0.000000,1.000000,,,OBSERVED
2026-03-16 14:04:34|OBSERVED|OBS_UNKNOWN|192.168.88.252|91.189.91.43|41e0c4c53d21,2026-03-16 14:04:34,OBSERVED,OBS_UNKNOWN,192.168.88.252,08:00:27:E7:D2:9E,91.189.91.43,??,2,1796,0,94449,0,1,6,443,,,0.000000,1.000000,,,OBSERVED
2026-03-16 14:04:34|OBSERVED|OBS_UNKNOWN|192.168.88.252|185.125.188.61|e30c67e0b332,2026-03-16 14:04:34,OBSERVED,OBS_UNKNOWN,192.168.88.252,08:00:27:E7:D2:9E,185.125.188.61,??,2,13,0,1224,0,1,6,443,,,0.000000,1.000000,,,OBSERVED
2026-03-16 14:05:04|OBSERVED|OBS_UNKNOWN|192.168.88.252|91.189.91.43|7cf1e077c7ec,2026-03-16 14:05:04,OBSERVED,OBS_UNKNOWN,192.168.88.252,08:00:27:E7:D2:9E,91.189.91.43,??,1,3,0,132,0,1,6,443,,,0.127810,0.872190,,,OBSERVED
2026-03-16 14:05:04|OBSERVED|OBS_UNKNOWN|192.168.88.252|185.125.188.59|c8b9d7060962,2026-03-16 14:05:04,OBSERVED,OBS_UNKNOWN,192.168.88.252,08:00:27:E7:D2:9E,185.125.188.59,??,2,12,0,1388,0,1,6,443,,,0.000000,1.000000,,,OBSERVED
2026-03-16 14:05:04|OBSERVED|OBS_UNKNOWN|192.168.88.252|185.125.188.57|250ebbafe52a,2026-03-16 14:05:04,OBSERVED,OBS_UNKNOWN,192.168.88.252,08:00:27:E7:D2:9E,185.125.188.57,??,3,28,0,5871,0,1,6,443,,,0.000000,1.000000,,,OBSERVED
2026-03-16 14:05:04|OBSERVED|OBS_UNKNOWN|192.168.88.252|185.125.188.58|e81b07d18874,2026-03-16 14:05:04,OBSERVED,OBS_UNKNOWN,192.168.88.252,08:00:27:E7:D2:9E,185.125.188.58,??,2,12,0,2068,0,1,6,443,,,0.000000,1.000000,,,OBSERVED
2026-03-16 14:05:04|OBSERVED|OBS_UNKNOWN|192.168.88.252|192.168.88.1|9826372ac8f7,2026-03-16 14:05:04,OBSERVED,OBS_UNKNOWN,192.168.88.252,08:00:27:E7:D2:9E,192.168.88.1,2C:C8:1B:11:11:FC,3,3,3,234,430,1,17,53,,,0.477940,0.522060,,,OBSERVED
2026-03-16 14:05:04|OBSERVED|OBS_UNKNOWN|192.168.88.252|185.125.190.26|beeacd71f439,2026-03-16 14:05:04,OBSERVED,OBS_UNKNOWN,192.168.88.252,08:00:27:E7:D2:9E,185.125.190.26,??,2,1056,0,55961,0,1,6,443,,,0.000000,1.000000,,,OBSERVED
2026-03-16 14:05:04|OBSERVED|OBS_UNKNOWN|192.168.88.252|185.125.188.62|5812e54018e1,2026-03-16 14:05:04,OBSERVED,OBS_UNKNOWN,192.168.88.252,08:00:27:E7:D2:9E,185.125.188.62,??,2,12,0,1192,0,1,6,443,,,0.000000,1.000000,,,OBSERVED
2026-03-16 14:05:04|OBSERVED|OBS_UNKNOWN|192.168.88.252|185.125.188.54|8b2195958942,2026-03-16 14:05:04,OBSERVED,OBS_UNKNOWN,192.168.88.252,08:00:27:E7:D2:9E,185.125.188.54,??,1,16,0,5062,0,1,6,443,,,0.000000,1.000000,,,OBSERVED
2026-03-16 14:05:35|OBSERVED|OBS_UNKNOWN|192.168.88.252|185.125.190.26|178fc94ecf22,2026-03-16 14:05:35,OBSERVED,OBS_UNKNOWN,192.168.88.252,08:00:27:E7:D2:9E,185.125.190.26,??,1,1,0,52,0,1,6,443,,,0.313892,0.686108,,,OBSERVED
2026-03-16 14:06:06|OBSERVED|OBS_UNKNOWN|192.168.88.252|185.125.190.26|ce12d09b7c4c,2026-03-16 14:06:06,OBSERVED,OBS_UNKNOWN,192.168.88.252,08:00:27:E7:D2:9E,185.125.190.26,??,1,4,0,232,0,1,6,443,,,0.034282,0.965718,,,OBSERVED
2026-03-16 14:07:37|OBSERVED|OBS_UNKNOWN|192.168.88.252|185.125.190.58|dac6e8ecf1d9,2026-03-16 14:07:37,OBSERVED,OBS_UNKNOWN,192.168.88.252,08:00:27:E7:D2:9E,185.125.190.58,??,1,1,0,76,0,1,17,123,,,0.239425,0.760575,,,OBSERVED
2026-03-16 14:09:09|OBSERVED|OBS_UNKNOWN|192.168.88.252|192.168.88.1|087a7636118c,2026-03-16 14:09:09,OBSERVED,OBS_UNKNOWN,192.168.88.252,08:00:27:E7:D2:9E,192.168.88.1,2C:C8:1B:11:11:FC,2,2,1,395,267,2,17,67,,,0.444449,0.555551,,,OBSERVED
2026-03-16 14:09:09|OBSERVED|OBS_UNKNOWN|192.168.88.252|185.125.190.17|43de9c51ebb6,2026-03-16 14:09:09,OBSERVED,OBS_UNKNOWN,192.168.88.252,08:00:27:E7:D2:9E,185.125.190.17,??,1,5,0,356,0,1,6,80,,,0.006113,0.993887,,,OBSERVED
2026-03-16 14:14:13|MALWARE|C2_BEACON|192.168.88.252|192.168.88.1|5ea96f1f6f52,2026-03-16 14:14:13,MALWARE,C2_BEACON,192.168.88.252,08:00:27:E7:D2:9E,192.168.88.1,2C:C8:1B:11:11:FC,2,2,1,395,267,2,17,67,0.000588,0.189493,0.444449,0.555551,0.750,0.600,NOT_BLOCKED
2026-03-16 14:14:14|OBSERVED|OBS_UNKNOWN|192.168.88.252|91.189.91.98|3e09974c786c,2026-03-16 14:14:14,OBSERVED,OBS_UNKNOWN,192.168.88.252,08:00:27:E7:D2:9E,91.189.91.98,??,1,6,0,420,0,1,6,80,,,0.002502,0.997498,,,OBSERVED
2026-03-16 14:16:14|OBSERVED|OBS_UNKNOWN|192.168.88.252|185.125.190.58|ad3b1b1adce3,2026-03-16 14:16:14,OBSERVED,OBS_UNKNOWN,192.168.88.252,08:00:27:E7:D2:9E,185.125.190.58,??,1,1,0,76,0,1,17,123,,,0.239425,0.760575,,,OBSERVED
2026-03-16 14:29:20|OBSERVED|OBS_UNKNOWN|192.168.88.252|192.168.88.1|b4bf4c3d801b,2026-03-16 14:29:20,OBSERVED,OBS_UNKNOWN,192.168.88.252,08:00:27:E7:D2:9E,192.168.88.1,2C:C8:1B:11:11:FC,4,4,3,513,531,2,17,53,,,0.430910,0.460814,,,OBSERVED
2026-03-16 14:29:20|OBSERVED|OBS_UNKNOWN|192.168.88.252|146.75.26.49|87c70cd8d42f,2026-03-16 14:29:20,OBSERVED,OBS_UNKNOWN,192.168.88.252,08:00:27:E7:D2:9E,146.75.26.49,??,2,304,0,17303,0,1,6,443,,,1.000000,1.000000,,,OBSERVED
2026-03-16 14:29:20|OBSERVED|OBS_UNKNOWN|192.168.88.252|185.125.190.96|da6eea65a5a6,2026-03-16 14:29:20,OBSERVED,OBS_UNKNOWN,192.168.88.252,08:00:27:E7:D2:9E,185.125.190.96,??,1,5,0,356,0,1,6,80,,,0.999298,1.000000,,,OBSERVED
2026-03-16 14:33:25|OBSERVED|OBS_UNKNOWN|192.168.88.252|185.125.190.58|84708592fc34,2026-03-16 14:33:25,OBSERVED,OBS_UNKNOWN,192.168.88.252,08:00:27:E7:D2:9E,185.125.190.58,??,1,1,0,76,0,1,17,123,,,0.803859,0.952527,,,OBSERVED
2026-03-16 14:34:26|OBSERVED|OBS_UNKNOWN|192.168.88.252|192.168.88.1|d1f881df2a70,2026-03-16 14:34:26,OBSERVED,OBS_UNKNOWN,192.168.88.252,08:00:27:E7:D2:9E,192.168.88.1,2C:C8:1B:11:11:FC,2,2,1,395,267,2,17,67,,,0.425154,0.467687,,,OBSERVED
2026-03-16 14:34:26|OBSERVED|OBS_UNKNOWN|192.168.88.252|91.189.91.96|c506506f7dd7,2026-03-16 14:34:26,OBSERVED,OBS_UNKNOWN,192.168.88.252,08:00:27:E7:D2:9E,91.189.91.96,??,1,7,0,560,0,1,6,80,,,0.999990,1.000000,,,OBSERVED
2026-03-16 14:39:32|OBSERVED|OBS_UNKNOWN|192.168.88.252|192.168.88.1|2fe66432b6be,2026-03-16 14:39:32,OBSERVED,OBS_UNKNOWN,192.168.88.252,08:00:27:E7:D2:9E,192.168.88.1,2C:C8:1B:11:11:FC,2,2,1,395,267,2,17,67,,,0.425154,0.467687,,,OBSERVED
2026-03-16 14:39:32|OBSERVED|OBS_UNKNOWN|192.168.88.252|91.189.91.97|32122dd5789b,2026-03-16 14:39:32,OBSERVED,OBS_UNKNOWN,192.168.88.252,08:00:27:E7:D2:9E,91.189.91.97,??,1,6,0,420,0,1,6,80,,,0.999815,1.000000,,,OBSERVED
2026-03-16 14:44:37|OBSERVED|OBS_UNKNOWN|192.168.88.252|192.168.88.1|bc86d23ada77,2026-03-16 14:44:37,OBSERVED,OBS_UNKNOWN,192.168.88.252,08:00:27:E7:D2:9E,192.168.88.1,2C:C8:1B:11:11:FC,2,2,1,395,267,2,17,67,,,0.425154,0.467687,,,OBSERVED
2026-03-16 14:44:37|OBSERVED|OBS_UNKNOWN|192.168.88.252|91.189.91.48|01144b90a6b1,2026-03-16 14:44:37,OBSERVED,OBS_UNKNOWN,192.168.88.252,08:00:27:E7:D2:9E,91.189.91.48,??,1,6,0,408,0,1,6,80,,,0.999763,1.000000,,,OBSERVED
2026-03-16 14:49:26|OBSERVED|OBS_UNKNOWN|192.168.88.252|192.168.88.1|0976a1217ceb,2026-03-16 14:49:26,OBSERVED,OBS_UNKNOWN,192.168.88.252,08:00:27:E7:D2:9E,192.168.88.1,2C:C8:1B:11:11:FC,2,2,1,395,267,2,17,67,,,0.425154,0.467687,,,OBSERVED
2026-03-16 14:49:26|OBSERVED|OBS_UNKNOWN|192.168.88.252|91.189.91.48|21f8e472601b,2026-03-16 14:49:26,OBSERVED,OBS_UNKNOWN,192.168.88.252,08:00:27:E7:D2:9E,91.189.91.48,??,1,6,0,408,0,1,6,80,,,0.999763,1.000000,,,OBSERVED
2026-03-16 14:54:32|OBSERVED|OBS_UNKNOWN|192.168.88.252|192.168.88.1|2daf7e526ccc,2026-03-16 14:54:32,OBSERVED,OBS_UNKNOWN,192.168.88.252,08:00:27:E7:D2:9E,192.168.88.1,2C:C8:1B:11:11:FC,2,2,1,395,267,2,17,67,,,0.425154,0.467687,,,OBSERVED
2026-03-16 14:54:32|OBSERVED|OBS_UNKNOWN|192.168.88.252|185.125.190.96|e487002f2a89,2026-03-16 14:54:32,OBSERVED,OBS_UNKNOWN,192.168.88.252,08:00:27:E7:D2:9E,185.125.190.96,??,1,5,0,356,0,1,6,80,,,0.999298,1.000000,,,OBSERVED
2026-03-16 14:59:37|OBSERVED|OBS_UNKNOWN|192.168.88.252|192.168.88.1|e44fed35dc09,2026-03-16 14:59:37,OBSERVED,OBS_UNKNOWN,192.168.88.252,08:00:27:E7:D2:9E,192.168.88.1,2C:C8:1B:11:11:FC,2,2,1,395,267,2,17,67,,,0.425154,0.467687,,,OBSERVED
2026-03-16 14:59:37|OBSERVED|OBS_UNKNOWN|192.168.88.252|91.189.91.97|cfa8c8755a06,2026-03-16 14:59:37,OBSERVED,OBS_UNKNOWN,192.168.88.252,08:00:27:E7:D2:9E,91.189.91.97,??,1,5,0,356,0,1,6,80,,,0.999298,1.000000,,,OBSERVED
2026-03-16 15:04:13|MALWARE|C2_BEACON|192.168.88.252|192.168.88.1|5d2f0ac17e9a,2026-03-16 15:04:13,MALWARE,C2_BEACON,192.168.88.252,08:00:27:E7:D2:9E,192.168.88.1,2C:C8:1B:11:11:FC,2,2,1,395,267,2,17,67,0.000588,0.189493,0.425154,0.467687,0.750,0.600,NOT_BLOCKED
2026-03-16 15:04:13|OBSERVED|OBS_UNKNOWN|192.168.88.252|185.125.190.97|c59e24fe3126,2026-03-16 15:04:13,OBSERVED,OBS_UNKNOWN,192.168.88.252,08:00:27:E7:D2:9E,185.125.190.97,??,1,5,0,356,0,1,6,80,,,0.999298,1.000000,,,OBSERVED
2026-03-16 15:07:16|OBSERVED|OBS_UNKNOWN|192.168.88.252|185.125.190.58|4df2c246d49b,2026-03-16 15:07:16,OBSERVED,OBS_UNKNOWN,192.168.88.252,08:00:27:E7:D2:9E,185.125.190.58,??,1,1,0,76,0,1,17,123,,,0.803859,0.952527,,,OBSERVED
2026-03-16 15:09:19|MALWARE|C2_BEACON|192.168.88.252|192.168.88.1|0ea9a50cf454,2026-03-16 15:09:19,MALWARE,C2_BEACON,192.168.88.252,08:00:27:E7:D2:9E,192.168.88.1,2C:C8:1B:11:11:FC,2,2,1,395,267,2,17,67,0.000588,0.189493,0.425154,0.467687,0.750,0.600,NOT_BLOCKED
2026-03-16 15:09:19|OBSERVED|OBS_UNKNOWN|192.168.88.252|185.125.190.18|730c6870660e,2026-03-16 15:09:19,OBSERVED,OBS_UNKNOWN,192.168.88.252,08:00:27:E7:D2:9E,185.125.190.18,??,1,5,0,356,0,1,6,80,,,0.999298,1.000000,,,OBSERVED
2026-03-16 15:14:24|MALWARE|C2_BEACON|192.168.88.252|192.168.88.1|ba260e0de928,2026-03-16 15:14:24,MALWARE,C2_BEACON,192.168.88.252,08:00:27:E7:D2:9E,192.168.88.1,2C:C8:1B:11:11:FC,2,2,1,395,267,2,17,67,0.000588,0.189493,0.425154,0.467687,0.750,0.600,NOT_BLOCKED
2026-03-16 15:14:24|OBSERVED|OBS_UNKNOWN|192.168.88.252|185.125.190.96|2b9410924d44,2026-03-16 15:14:24,OBSERVED,OBS_UNKNOWN,192.168.88.252,08:00:27:E7:D2:9E,185.125.190.96,??,1,5,0,356,0,1,6,80,,,0.999298,1.000000,,,OBSERVED
2026-03-16 15:19:32|OBSERVED|OBS_UNKNOWN|192.168.88.252|192.168.88.1|6edb8dc8c563,2026-03-16 15:19:32,OBSERVED,OBS_UNKNOWN,192.168.88.252,08:00:27:E7:D2:9E,192.168.88.1,2C:C8:1B:11:11:FC,2,2,1,395,267,2,17,67,,,0.425154,0.467687,,,OBSERVED
2026-03-16 15:19:32|OBSERVED|OBS_UNKNOWN|192.168.88.252|91.189.91.96|8090cfe5a692,2026-03-16 15:19:32,OBSERVED,OBS_UNKNOWN,192.168.88.252,08:00:27:E7:D2:9E,91.189.91.96,??,1,5,0,356,0,1,6,80,,,0.999298,1.000000,,,OBSERVED
2026-03-16 15:24:10|MALWARE|C2_BEACON|192.168.88.252|192.168.88.1|a160edb0ed21,2026-03-16 15:24:10,MALWARE,C2_BEACON,192.168.88.252,08:00:27:E7:D2:9E,192.168.88.1,2C:C8:1B:11:11:FC,2,2,1,395,267,2,17,67,0.000588,0.189493,0.425154,0.467687,0.750,0.600,NOT_BLOCKED
2026-03-16 15:24:10|OBSERVED|OBS_UNKNOWN|192.168.88.252|185.125.190.98|bae96545d525,2026-03-16 15:24:10,OBSERVED,OBS_UNKNOWN,192.168.88.252,08:00:27:E7:D2:9E,185.125.190.98,??,1,5,0,356,0,1,6,80,,,0.999298,1.000000,,,OBSERVED
2026-03-16 16:11:32|OBSERVED|OBS_UNKNOWN|192.168.88.251|203.121.59.98|cc9fc8f59833,2026-03-16 16:11:32,OBSERVED,OBS_UNKNOWN,192.168.88.251,08:00:27:3D:FF:04,203.121.59.98,??,3,12,0,664,0,1,17,443,,,0.999999,1.000000,,,OBSERVED
2026-03-16 16:11:32|OBSERVED|OBS_UNKNOWN|192.168.88.251|150.171.27.11|c876786a9da7,2026-03-16 16:11:32,OBSERVED,OBS_UNKNOWN,192.168.88.251,08:00:27:3D:FF:04,150.171.27.11,??,3,25,0,6112,0,1,6,443,,,1.000000,1.000000,,,OBSERVED
2026-03-16 16:11:32|OBSERVED|OBS_UNKNOWN|192.168.88.251|192.168.88.1|a75fd1a29330,2026-03-16 16:11:32,OBSERVED,OBS_UNKNOWN,192.168.88.251,08:00:27:3D:FF:04,192.168.88.1,2C:C8:1B:11:11:FC,18,18,18,1228,2863,1,17,53,,,0.437868,0.451227,,,OBSERVED
2026-03-16 16:11:32|OBSERVED|OBS_UNKNOWN|192.168.88.251|142.250.193.234|a26378e356bf,2026-03-16 16:11:32,OBSERVED,OBS_UNKNOWN,192.168.88.251,08:00:27:3D:FF:04,142.250.193.234,??,1,14,0,3016,0,1,6,443,,,1.000000,1.000000,,,OBSERVED
2026-03-16 16:11:32|OBSERVED|OBS_UNKNOWN|192.168.88.251|172.217.26.142|dee16da59b5d,2026-03-16 16:11:32,OBSERVED,OBS_UNKNOWN,192.168.88.251,08:00:27:3D:FF:04,172.217.26.142,??,3,37,0,10774,0,1,6,443,,,1.000000,1.000000,,,OBSERVED
2026-03-16 16:11:32|OBSERVED|OBS_UNKNOWN|192.168.88.251|52.182.143.214|78c64239adc5,2026-03-16 16:11:32,OBSERVED,OBS_UNKNOWN,192.168.88.251,08:00:27:3D:FF:04,52.182.143.214,??,1,18,0,7967,0,1,6,443,,,1.000000,1.000000,,,OBSERVED
2026-03-16 16:11:32|OBSERVED|OBS_UNKNOWN|192.168.88.251|103.43.90.179|ddab51108c62,2026-03-16 16:11:32,OBSERVED,OBS_UNKNOWN,192.168.88.251,08:00:27:3D:FF:04,103.43.90.179,??,1,2,0,80,0,1,6,443,,,0.825637,0.961469,,,OBSERVED
2026-03-16 16:11:32|OBSERVED|OBS_UNKNOWN|192.168.88.251|13.107.226.59|b789c4b79569,2026-03-16 16:11:32,OBSERVED,OBS_UNKNOWN,192.168.88.251,08:00:27:3D:FF:04,13.107.226.59,??,1,12,0,3409,0,1,6,443,,,1.000000,1.000000,,,OBSERVED
2026-03-16 16:11:32|OBSERVED|OBS_UNKNOWN|192.168.88.251|150.171.28.10|8d3a52c90de2,2026-03-16 16:11:32,OBSERVED,OBS_UNKNOWN,192.168.88.251,08:00:27:3D:FF:04,150.171.28.10,??,1,14,0,3531,0,1,6,443,,,1.000000,1.000000,,,OBSERVED
2026-03-16 16:11:32|OBSERVED|OBS_UNKNOWN|192.168.88.251|203.121.59.203|484d953a1e42,2026-03-16 16:11:32,OBSERVED,OBS_UNKNOWN,192.168.88.251,08:00:27:3D:FF:04,203.121.59.203,??,3,6,0,240,0,1,6,80,,,0.992678,0.999951,,,OBSERVED
2026-03-16 16:11:32|OBSERVED|OBS_UNKNOWN|192.168.88.251|204.79.197.203|d909ae47f282,2026-03-16 16:11:32,OBSERVED,OBS_UNKNOWN,192.168.88.251,08:00:27:3D:FF:04,204.79.197.203,??,3,6,0,240,0,1,6,80,,,0.992678,0.999951,,,OBSERVED
2026-03-16 16:11:32|OBSERVED|OBS_UNKNOWN|192.168.88.251|142.251.155.119|cc26c0570fae,2026-03-16 16:11:32,OBSERVED,OBS_UNKNOWN,192.168.88.251,08:00:27:3D:FF:04,142.251.155.119,??,2,256,0,36574,0,1,17,443,,,1.000000,1.000000,,,OBSERVED
2026-03-16 16:11:32|OBSERVED|OBS_UNKNOWN|192.168.88.251|48.192.1.64|8396e5efee23,2026-03-16 16:11:32,OBSERVED,OBS_UNKNOWN,192.168.88.251,08:00:27:3D:FF:04,48.192.1.64,??,1,6,0,1996,0,1,6,443,,,1.000000,1.000000,,,OBSERVED
2026-03-16 16:11:32|OBSERVED|OBS_UNKNOWN|192.168.88.251|172.217.25.35|3c18fb68669f,2026-03-16 16:11:32,OBSERVED,OBS_UNKNOWN,192.168.88.251,08:00:27:3D:FF:04,172.217.25.35,??,1,49,0,3947,0,1,17,443,,,1.000000,1.000000,,,OBSERVED
2026-03-16 16:11:32|OBSERVED|OBS_UNKNOWN|192.168.88.251|142.250.193.226|24e4e10db6cf,2026-03-16 16:11:32,OBSERVED,OBS_UNKNOWN,192.168.88.251,08:00:27:3D:FF:04,142.250.193.226,??,1,13,0,5225,0,1,17,443,,,1.000000,1.000000,,,OBSERVED
2026-03-16 16:11:32|OBSERVED|OBS_UNKNOWN|192.168.88.251|172.217.25.136|46db83f04ca2,2026-03-16 16:11:32,OBSERVED,OBS_UNKNOWN,192.168.88.251,08:00:27:3D:FF:04,172.217.25.136,??,2,22,0,6879,0,1,6,443,,,1.000000,1.000000,,,OBSERVED
2026-03-16 16:11:32|OBSERVED|OBS_UNKNOWN|192.168.88.251|172.217.27.10|9d802aef6f0f,2026-03-16 16:11:32,OBSERVED,OBS_UNKNOWN,192.168.88.251,08:00:27:3D:FF:04,172.217.27.10,??,1,7,0,787,0,1,17,443,,,1.000000,1.000000,,,OBSERVED
